Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
04/25/2017,Mortgage,Other type of mortgage,Struggling to pay mortgage,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CA,900XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466100
04/26/2017,Mortgage,Conventional home mortgage,Trouble during payment process,,,,"Dovenmuehle Mortgage, Inc.",CO,809XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467345
04/25/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt was paid,,,"Diversified Consultants, Inc.",CA,93245,Servicemember,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466573
04/24/2017,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,,,,JPMORGAN CHASE & CO.,FL,331XX,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2465270
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,EXPERIAN DELAWARE GP,AZ,852XX,,,Web,04/27/2017,In progress,Yes,N/A,2467944
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",GA,30342,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2464375
04/25/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,,Company believes the complaint is the result of a misunderstanding,"CCS Financial Services, Inc.",KY,405XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466432
04/20/2017,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,Company believes it acted appropriately as authorized by contract or law,"R.M. Galicia, Inc.",OR,975XX,,,Web,04/21/2017,Closed with explanation,Yes,No,2445661
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,"EQUIFAX, INC.",NJ,7424,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465652
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,"EQUIFAX, INC.",FL,330XX,,,Web,04/25/2017,In progress,Yes,N/A,2465939
04/25/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"Collections Acquisition Company, Inc.",SC,29485,,Consent not provided,Web,04/25/2017,Closed with explanation,Yes,N/A,2466472
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,ERC,NC,288XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2465821
02/28/2017,Credit card,,Customer service / Customer relations,,"We have had a checking account with Wells Fargo ( formerly Wachovia ) for nearly 15 years, during our last visit to the XXXX branch we were persuaded to take out a credit card which would 'even out expenses over the year '. I had to make a deposit of {$300.00} and was charged {$25.00} for the annual fee. When the card arrived I had a credit limit of {$300.00}, being the sum I paid in, which makes it a pre-paid account in my view. I have tried unsuccessfully for weeks to sort out the return of my {$300.00} and the closure of the account. 
I spoke to their customer services two weeks ago and said I wanted to return the {$300.00} to my checking account and close the credit card account. As I had a bill to pay I needed it straight away and so said I would take it as a cash advance and the chap said the 3 % fee would be waived and the account would be closed, using the collateral account to pay the cash advance amount. 

I logged on my account today to see that the credit card account is still active with a balance of {$310.00} and a payment of {$40.00} overdue.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",,,,Consent provided,Web,03-02-2017,Closed with monetary relief,No,No,2365608
04-07-2017,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,"XXXX filed a lawsuit against me and on XX/XX/XXXX levied my entire bank account without notifying me of any of this. This is from a debt that is over 7 years old I believe, and that I had believed to have been settled years ago. I had no idea this debt was still active and no idea any lawsuit had been filed. The docket number I found out after I called because my bank account was levied is XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",LA,704XX,,Consent provided,Web,04-07-2017,Closed with explanation,Yes,No,2425346
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,,"EQUIFAX, INC.",TX,77044,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467060
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,EXETER FINANCE CORP.,GA,30039,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2465867
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Investigation took more than 30 days,,,EXPERIAN DELAWARE GP,FL,328XX,,,Web,04/27/2017,In progress,Yes,N/A,2469279
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,FL,334XX,,,Web,04/25/2017,In progress,Yes,N/A,2465497
04/25/2017,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was paid,,,"Commonwealth Financial Systems, Inc.",TX,750XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466238
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the,,,EXPERIAN DELAWARE GP,TN,37075,,,Web,04/25/2017,In progress,Yes,N/A,2466274
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,TX,770XX,,,Web,04/27/2017,In progress,Yes,N/A,2469036
03-05-2017,Credit card,,Customer service / Customer relations,,For over 6 years we have been making payments double the amount Chase Bank said would pay off the credit card in 2 years. Approximately {$34000.00} has been remitted Calling Chase they would not tell us where the additional principle payments were used.,,JPMORGAN CHASE & CO.,IN,469XX,,Consent provided,Web,03-05-2017,Closed with explanation,Yes,No,2371996
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,,"EQUIFAX, INC.",,,Servicemember,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465473
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",TN,373XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2464675
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",MO,63021,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469060
04/24/2017,Debt collection,I do not know,Threatened to contact someone or share information improperly,Contacted your employer,,,PORTFOLIO RECOVERY ASSOCIATES INC,OK,741XX,,,Web,04/24/2017,Closed with non-monetary relief,Yes,N/A,2465463
04/24/2017,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,,AMERICAN EXPRESS CENTURION BANK,OH,44056,,N/A,Phone,04/24/2017,Closed with explanation,Yes,N/A,2464577
04/24/2017,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30620,,,Web,04/24/2017,In progress,Yes,N/A,2465240
04/28/2017,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,,,KEYCORP,NY,14850,,,Web,04/28/2017,Closed with explanation,Yes,N/A,2470160
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MA,024XX,Older American,,Web,04/25/2017,Closed with explanation,Yes,N/A,2464372
04/25/2017,Vehicle loan or lease,Loan,Struggling to pay your loan,Lender trying to repossess or disable the vehicle,,,ALLY FINANCIAL INC.,FL,33076,,,Web,04/25/2017,In progress,Yes,N/A,2466167
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,MS,38637,,Consent not provided,Web,04/24/2017,Closed with explanation,Yes,N/A,2464780
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",TX,76002,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469064
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Problem with personal statement of dispute,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,NV,89502,,Consent not provided,Web,04/24/2017,Closed with explanation,Yes,N/A,2464840
04/27/2017,Debt collection,Private student loan debt,Threatened to contact someone or share information improperly,Contacted your employer,,,American Coradius International LLC,GA,302XX,,,Web,04/28/2017,Closed with explanation,Yes,N/A,2468897
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Report provided to employer without your written authorization,,,"EQUIFAX, INC.",VA,222XX,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2464475
04/25/2017,Mortgage,Conventional home mortgage,Trouble during payment process,,,,NATIONSTAR MORTGAGE,VA,231XX,,,Web,04/25/2017,In progress,Yes,N/A,2465828
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,ALLY FINANCIAL INC.,GA,312XX,Servicemember,,Web,04/28/2017,In progress,Yes,N/A,2468640
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,EXPERIAN DELAWARE GP,CO,80538,Servicemember,,Web,04/27/2017,In progress,Yes,N/A,2468052
04/24/2017,Credit card or prepaid card,Store credit card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",GA,31721,,Consent not provided,Web,04/24/2017,Closed with explanation,Yes,N/A,2464703
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,GA,30294,,N/A,Postal mail,04/27/2017,In progress,Yes,N/A,2466030
